"ID_GQ","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","K","ID_rcpt","Region1","Location","Year","Month","Day","Community","Haplo"
"S_20_00657",0.943741,0.056259,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_99_1009","NWH","Arviat_Sentry Island",1999,8,12,"Arviat","HL018"
"S_20_00658",0.977385,0.022615,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_99_1036","NWH","Arviat_McConnel River",1999,8,11,"Arviat","HL019"
"S_20_00660",0.902606,0.097394,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_05_1220","CSB","Pangnirtung",2005,8,3,"Pangnirtung","HL003"
"S_20_00661",0.919833,0.080167,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_02_1054","CSB","Pangnirtung_Imigen",2002,7,6,"Pangnirtung","HL003"
"S_20_00662",0.936812,0.063188,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_02_1072","CSB","Pangnirtung",2002,7,25,"Pangnirtung","HL021"
"S_20_00664",0.94733,0.05267,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_05_1232","CSB","Pangnirtung_Bon_Accord",2005,8,4,"Pangnirtung","HL003"
"S_20_00665",0.933725,0.066275,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_06_1281","CSB","Pangnirtung_Imilit",2006,6,30,"Pangnirtung","HL003"
"S_20_00666",0.955736,0.044264,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_06_1280","CSB","Pangnirtung_Emelet",2006,7,1,"Pangnirtung","HL023"
"S_20_00667",0.926083,0.073917,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_02_1040","CSB","Pangnirtung_Nuvuatiakalak",2002,7,21,"Pangnirtung","HL022"
"S_20_00668",0.913179,0.086821,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_05_1255","CSB","Pangnirtung",2005,8,3,"Pangnirtung","HL024"
"S_20_00670",0.948809,0.051191,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_02_1039","CSB","Pangnirtung",2002,7,10,"Pangnirtung","HL022"
"S_20_00676",0.934717,0.065283,NA,NA,NA,NA,NA,NA,NA,NA,2,"PTT_7279","NWH","Churchill",1992,7,5,"Churchill","HL001"
"S_20_00678",0.909874,0.090126,NA,NA,NA,NA,NA,NA,NA,NA,2,"PTT_7278","NWH","Churchill",1992,7,4,"Churchill","HL026"
"S_20_00681",0.972906,0.027094,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_99_1037","NWH","Arviat_McConnel River",1999,8,11,"Arviat","HL004"
"S_20_00683",0.953412,0.046588,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_99_1024","NWH","Arviat_Sentry Island",1999,8,11,"Arviat","HL015"
"S_20_00684",0.9817,0.0183,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARHU97_019","NWH","Chesterfield_Inlet_Baker Foreland",1997,8,17,"Chesterfield Inlet","HL003"
"S_20_00685",0.945105,0.054895,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARCI_99_1023","NWH","Chesterfield_Inlet_Josephine_River",1999,8,22,"Chesterfield Inlet","HL004"
"S_20_00686",0.950484,0.049516,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARCI_99_1024","NWH","Chesterfield_Inlet_Josephine_River",1999,8,22,"Chesterfield Inlet","HL004"
"S_20_00687",0.944586,0.055414,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_99_1038","NWH","Arviat_McConnel River",1999,8,11,"Arviat","HL003"
"S_20_00690",0.894644,0.105356,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_05_1241","CSB","Pangnirtung",2005,7,9,"Pangnirtung","HL003"
"S_20_00692",0.953293,0.046707,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_05_1225","CSB","Pangnirtung_Tarriunittuq_Bay",2005,8,3,"Pangnirtung","HL003"
"S_20_00695",0.9533,0.0467,NA,NA,NA,NA,NA,NA,NA,NA,2,"PGDL_02_03","CSB","Pangnirtung_West_Cumberland_Sound",2002,7,NA,"Pangnirtung","HL024"
"S_20_00697",0.93215,0.06785,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_07_1314","CSB","Pangnirtung",2007,7,4,"Pangnirtung","HL028"
"S_20_00699",0.925095,0.074905,NA,NA,NA,NA,NA,NA,NA,NA,2,"JBDL_07_06","JAM","Pointe_de_Repentigny",2007,8,25,"DFO_MPO","HL008"
"S_20_00701",0.954661,0.045339,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_05_1211","CSB","Pangnirtung",2005,7,12,"Pangnirtung","HL029"
"S_20_00702",0.896396,0.103604,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_02_1034","CSB","Pangnirtung",2002,7,22,"Pangnirtung","HL030"
"S_20_00703",0.914732,0.085268,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_06_1265","CSB","Pangnirtung",2006,7,1,"Pangnirtung","HL003"
"S_20_00709",0.91155,0.08845,NA,NA,NA,NA,NA,NA,NA,NA,2,"PGDL_02_02","CSB","Pangnirtung_West_Cumberland_Sound",2002,7,NA,"Pangnirtung","HL024"
"S_20_00710",0.961807,0.038193,NA,NA,NA,NA,NA,NA,NA,NA,2,"DL2008_JB_06","JAM","Pointe_de_Repentigny_James_Bay",2008,8,10,"DFO_MPO","HL008"
"S_20_00711",0.966483,0.033517,NA,NA,NA,NA,NA,NA,NA,NA,2,"JBDL_07_02","JAM","Pointe_de_Repentigny",2007,8,9,"DFO_MPO","HL008"
"S_20_00712",0.950357,0.049643,NA,NA,NA,NA,NA,NA,NA,NA,2,"JBDL_07_04","JAM","Pointe_de_Repentigny",2007,8,14,"DFO_MPO","HL008"
"S_20_00713",0.934558,0.065442,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_02_1036","BEL","Sanikiluaq",2002,5,30,"Sanikiluaq","HL032"
"S_20_00717",0.930687,0.069313,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_04_1073","BEL","Sanikiluaq",2004,6,19,"Sanikiluaq","HL035"
"S_20_00718",0.950539,0.049461,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_03_1018","BEL","Sanikiluaq",2003,9,29,"Sanikiluaq","HL036"
"S_20_00719",0.956133,0.043867,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_6","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL037"
"S_20_00720",0.955925,0.044075,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_03_1017","BEL","Sanikiluaq",2003,9,29,"Sanikiluaq","HL022"
"S_20_00721",0.904723,0.095277,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_04_1072","BEL","Sanikiluaq",2004,6,18,"Sanikiluaq","HL001"
"S_20_00722",0.931013,0.068987,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_04_1032","BEL","Sanikiluaq",2004,12,17,"Sanikiluaq",NA
"S_20_00724",0.957681,0.042319,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_15","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL034"
"S_20_00725",0.933447,0.066553,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_5","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL001"
"S_20_00726",0.971103,0.028897,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_03_1014","BEL","Sanikiluaq",2003,9,29,"Sanikiluaq","HL001"
"S_20_00729",0.954391,0.045609,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_4","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL001"
"S_20_00730",0.916734,0.083266,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_02_1035","BEL","Sanikiluaq",2002,5,NA,"Sanikiluaq","HL038"
"S_20_00732",0.908963,0.091037,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_04_1067","BEL","Sanikiluaq",2004,7,NA,"Sanikiluaq","HL001"
"S_20_00733",0.930855,0.069145,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_04_1030","BEL","Sanikiluaq",2004,12,17,"Sanikiluaq","HL033"
"S_20_00734",0.914296,0.085704,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_03_1005","BEL","Sanikiluaq",2003,6,28,"Sanikiluaq","HL001"
"S_20_00735",0.957936,0.042064,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_18","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL033"
"S_20_00738",0.975166,0.024834,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_04_1066","BEL","Sanikiluaq",2004,6,17,"Sanikiluaq","HL001"
"S_20_00740",0.932533,0.067467,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_17","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL033"
"S_20_00741",0.914924,0.085076,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_02_1004","BEL","Sanikiluaq",2002,5,17,"Sanikiluaq","HL032"
"S_20_00742",0.957361,0.042639,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_04_A","BEL","Sanikiluaq",2004,NA,NA,"Sanikiluaq",NA
"S_20_00744",0.968674,0.031326,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_02_1010","BEL","Sanikiluaq",2002,5,30,"Sanikiluaq","HL022"
"S_20_00745",0.944212,0.055788,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_03_1020","BEL","Sanikiluaq",2003,9,NA,"Sanikiluaq","HL001"
"S_20_00748",0.96815,0.03185,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_04_1065","BEL","Sanikiluaq",2004,6,17,"Sanikiluaq","HL001"
"S_20_00749",0.92868,0.07132,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_2","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL016"
"S_20_00750",0.955657,0.044343,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_03_1040","BEL","Sanikiluaq",2003,9,29,"Sanikiluaq","HL001"
"S_20_00751",0.944674,0.055326,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_03_1024","BEL","Sanikiluaq",2003,NA,NA,"Sanikiluaq","HL001"
"S_20_00753",0.914855,0.085145,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_11","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL034"
"S_20_00754",0.929425,0.070575,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_14","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL039"
"S_20_00755",0.955889,0.044111,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_04_1075","BEL","Sanikiluaq",2004,6,17,"Sanikiluaq","HL001"
"S_20_00757",0.937102,0.062898,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_04_1086","BEL","Sanikiluaq",2004,6,17,"Sanikiluaq","HL022"
"S_20_00758",0.937634,0.062366,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_8","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL039"
"S_20_00761",0.914293,0.085707,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_19","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL008"
"S_20_00764",0.934246,0.065754,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_16","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL001"
"S_20_00765",0.937592,0.062408,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_02_1001","BEL","Sanikiluaq",2002,5,30,"Sanikiluaq","HL022"
"S_20_00766",0.934972,0.065028,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_02_1002","BEL","Sanikiluaq",2002,5,30,"Sanikiluaq","HL001"
"S_20_00767",0.909518,0.090482,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_04_1071","BEL","Sanikiluaq",2004,6,18,"Sanikiluaq","HL022"
"S_20_00768",0.913105,0.086895,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_12","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL001"
"S_20_00769",0.959905,0.040095,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARSQ_2004_13","BEL","Sanikiluaq",2005,5,19,"Sanikiluaq","HL034"
"S_20_00770",0.961905,0.038095,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARNR_03_01","SWH","Nelson_River",2003,7,30,"Churchill","HL015"
"S_20_00771",0.939226,0.060774,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARNR_03_04","SWH","Nelson_River",2003,8,4,"Churchill","HL001"
"S_20_00772",0.969654,0.030346,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARNR_03_02","SWH","Nelson_River",2003,8,3,"Churchill","HL003"
"S_20_00775",0.958949,0.041051,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARNR_05_01","SWH","Nelson_River",2005,7,23,"Churchill","HL012"
"S_20_00776",0.933093,0.066907,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_02_1037","CSB","Pangnirtung_Ilugajut",2002,7,NA,"Pangnirtung","HL003"
"S_20_00777",0.922449,0.077551,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_02_1198","CSB","Pangnirtung",2002,7,22,"Pangnirtung","HL022"
"S_20_00778",0.952367,0.047633,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_02_1077","CSB","Pangnirtung_Imilit",2002,7,6,"Pangnirtung","HL040"
"S_20_00779",0.957484,0.042516,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARNR_02_01","SWH","Nelson_River",2002,7,13,"Churchill","HL012"
"S_20_00780",0.96323,0.03677,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARCH_01_1111","NWH","Coral Harbour_Ruin Point",2001,9,3,"Coral Harbour","HL020"
"S_20_00781",0.933453,0.066547,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_07_1317","CSB","Pangnirtung",2007,7,4,"Pangnirtung","HL003"
"S_20_00782",0.877288,0.122712,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_05_1230","CSB","Pangnirtung",2005,NA,NA,"Pangnirtung","HL003"
"S_20_00784",0.927385,0.072615,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARPG_07_1328","CSB","Pangnirtung_Kangilo_Fjord",2007,7,4,"Pangnirtung","HL024"
"S_20_00788",0.958728,0.041272,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARNR_04_01","SWH","Nelson_River",2004,7,24,"Churchill","HL042"
"S_20_00789",0.971101,0.028899,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1063","NWH","Arviat",2003,8,NA,"Arviat","HL003"
"S_20_00790",0.964056,0.035944,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1064","NWH","Arviat",2003,8,27,"Arviat","HL043"
"S_20_00791",0.944978,0.055022,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1065","NWH","Arviat",2003,8,6,"Arviat","HL044"
"S_20_00792",0.963333,0.036667,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1066","NWH","Arviat",2003,8,10,"Arviat","HL006"
"S_20_00793",0.948633,0.051367,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1067","NWH","Arviat",2003,8,4,"Arviat","HL003"
"S_20_00794",0.973475,0.026525,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1068","NWH","Arviat",2003,8,14,"Arviat","HL003"
"S_20_00795",0.963218,0.036782,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1069","NWH","Arviat",2003,8,17,"Arviat","HL045"
"S_20_00797",0.977606,0.022394,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1044","NWH","Arviat",2003,8,17,"Arviat","HL046"
"S_20_00798",0.94933,0.05067,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1047","NWH","Arviat",2003,8,17,"Arviat","HL001"
"S_20_00799",0.956768,0.043232,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1048","NWH","Arviat",2003,8,17,"Arviat","HL047"
"S_20_00800",0.969331,0.030669,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1050","NWH","Arviat",2003,8,15,"Arviat","HL003"
"S_20_00801",0.939828,0.060172,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1052","NWH","Arviat",2003,8,NA,"Arviat","HL003"
"S_20_00802",0.935314,0.064686,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1053","NWH","Arviat",2003,8,14,"Arviat","HL003"
"S_20_00803",0.975148,0.024852,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1054","NWH","Arviat",2003,8,14,"Arviat","HL044"
"S_20_00804",0.974298,0.025702,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1055","NWH","Arviat",2003,8,14,"Arviat","HL004"
"S_20_00805",0.926873,0.073127,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARAR_03_1057","NWH","Arviat",2003,8,9,"Arviat","HL001"
"S_20_00806",0.950256,0.049744,NA,NA,NA,NA,NA,NA,NA,NA,2,"NQ02_4146","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00807",0.966642,0.033358,NA,NA,NA,NA,NA,NA,NA,NA,2,"NQ02_4147","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00808",0.937912,0.062088,NA,NA,NA,NA,NA,NA,NA,NA,2,"NQ02_4148","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00809",0.954833,0.045167,NA,NA,NA,NA,NA,NA,NA,NA,2,"NQ02_4149","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00810",0.924729,0.075271,NA,NA,NA,NA,NA,NA,NA,NA,2,"NQ02_4150","JAM","Bear_Island_Baie_James",2002,9,7,"Inukjuak","HL001"
"S_20_00811",0.952236,0.047764,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARCH_02_01","NWH","Churchill",2002,NA,NA,"Churchill","HL026"
"S_20_00812",0.937989,0.062011,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARNR_04_04","SWH","Nelson_River",2004,7,26,"Churchill","HL003"
"S_20_00813",0.961423,0.038577,NA,NA,NA,NA,NA,NA,NA,NA,2,"ARNR_03_05","SWH","Nelson_River",2003,8,5,"Churchill","HL015"
"S_20_00814",0.964736,0.035264,NA,NA,NA,NA,NA,NA,NA,NA,2,"NQWW_01_04","SHS","Quaqtaq",2001,10,25,"Quaqtaq","HL048"
"S_20_00816",0.965733,0.034267,NA,NA,NA,NA,NA,NA,NA,NA,2,"NQWW_01_06","SHS","Quaqtaq",2001,10,27,"Quaqtaq","HL047"
"S_20_00817",0.967553,0.032447,NA,NA,NA,NA,NA,NA,NA,NA,2,"NQWW_01_07","SHS","Quaqtaq",2001,10,26,"Quaqtaq","HL016"
